placeID,open ,close,day
135080,14:00,23:30,Mon;Tue;Wed;Thu;Fri;
135080,14:00,23:30,Sat;
135080,14:00,23:30,Sun;
135079,13:00,22:30,Mon;Tue;Wed;Thu;Fri;
135079,13:30,22:30,Sat;
135079,13:30,22:30,Sun;
135078,14:00,20:00,Mon;Tue;Wed;Thu;Fri;
135078,14:00,20:00,Sat;
135078,14:00,20:00,Sun;
135077,6:00,18:00,Mon;Tue;Wed;Thu;Fri;
135077,0:00,0:00,Sat;
135077,0:00,23:30,Sun;
135076,12:00,23:30,Mon;Tue;Wed;Thu;Fri;
135076,12:00,23:30,Sat;
135076,12:00,23:30,Sun;
135075,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
135075,0:00,23:30,Sat;
135075,0:00,23:30,Sun;
135074,7:00,23:30,Mon;Tue;Wed;Thu;Fri;
135074,7:00,23:30,Sat;
135074,7:00,23:30,Sun;
135073,9:30,23:30,Mon;Tue;Wed;Thu;Fri;
135073,9:30,23:30,Sat;
135073,0:00,0:00,Sun;
135072,13:00,23:00,Mon;Tue;Wed;Thu;Fri;
135072,13:00,23:30,Sat;
135072,13:00,22:00,Sun;
135071,13:00,23:30,Mon;Tue;Wed;Thu;Fri;
135071,13:00,23:30,Sat;
135071,13:00,20:00,Sun;
135070,7:00,23:00,Mon;Tue;Wed;Thu;Fri;
135070,7:00,23:00,Sat;
135070,7:00,23:00,Sun;
135069,9:00,23:30,Mon;Tue;Wed;Thu;Fri;
135069,9:00,23:30,Sat;
135069,9:00,23:30,Sun;
135068,12:00,23:30,Mon;Tue;Wed;Thu;Fri;
135068,12:00,23:30,Sat;
135068,0:00,0:00,Sun;
135067,12:00,23:00,Mon;Tue;Wed;Thu;Fri;
135067,12:00,23:00,Sat;
135067,12:00,23:00,Sun;
135066,7:00,23:00,Sat;
135066,7:00,23:00,Mon;Tue;Wed;Thu;Fri;
135066,7:00,23:00,Sun;
135065,14:00,23:30,Mon;Tue;Wed;Thu;Fri;
135065,14:00,23:30,Sat;
135065,14:00,18:00,Sun;
135064,7:00,22:30,Mon;Tue;Wed;Thu;Fri;
135064,7:00,22:30,Sat;
135064,7:00,22:30,Sun;
135063,8:30,19:30,Mon;Tue;Wed;Thu;Fri;
135063,8:30,19:30,Sat;
135063,9:00,15:00,Sun;
135062,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
135062,0:00,23:30,Sat;
135062,0:00,23:30,Sun;
135061,7:00,23:00,Mon;Tue;Wed;Thu;Fri;
135061,7:00,23:00,Sat;
135061,7:00,23:00,Sun;
135060,11:30,19:00,Mon;Tue;Wed;Thu;Fri;
135060,11:30,19:00,Sat;
135060,11:30,19:00,Sun;
135059,12:00,23:30,Mon;Tue;Wed;Thu;Fri;
135059,12:00,23:30,Sat;
135059,12:00,23:30,Sun;
135058,13:00,23:00,Mon;Tue;Wed;Thu;Fri;
135058,13:00,23:00,Sat;
135058,13:00,23:00,Sun;
135057,13:00,23:00,Mon;Tue;Wed;Thu;Fri;
135057,13:00,23:00,Sat;
135057,13:00,23:00,Sun;
135056,0:00,0:00,Mon;Tue;Wed;Thu;Fri;
135056,0:00,0:00,Sat;
135056,0:00,0:00,Sun;
135055,14:00,22:00,Mon;Tue;Wed;Thu;Fri;
135055,14:00,22:00,Sat;
135055,14:00,20:30,Sun;
135054,7:00,19:00,Mon;Tue;Wed;Thu;Fri;
135054,7:00,19:00,Sat;
135054,7:00,19:00,Sun;
135053,11:00,22:00,Mon;Tue;Wed;Thu;Fri;
135053,11:00,22:00,Sat;
135053,11:00,22:00,Sun;
135052,8:00,23:30,Mon;Tue;Wed;Thu;Fri;
135052,8:00,23:30,Sat;
135052,8:00,23:30,Sun;
135051,8:00,23:30,Mon;Tue;Wed;Thu;Fri;
135051,8:00,23:30,Sat;
135051,0:00,0:00,Sun;
135050,12:00,19:30,Mon;Tue;Wed;Thu;Fri;
135050,12:00,19:30,Sat;
135050,12:00,19:30,Sun;
135049,12:00,20:00,Mon;Tue;Wed;Thu;Fri;
135049,12:00,20:00,Sat;
135049,12:00,20:00,Sun;
135048,11:00,22:30,Mon;Tue;Wed;Thu;Fri;
135048,11:00,22:30,Sat;
135048,11:00,22:30,Sun;
135047,8:00,23:30,Mon;Tue;Wed;Thu;Fri;
135047,8:00,23:30,Sat;
135047,8:00,22:00,Sun;
135046,8:30,21:00,Mon;Tue;Wed;Thu;Fri;
135046,8:30,21:00,Sat;
135046,8:30,21:00,Sun;
135045,13:00,23:30,Mon;Tue;Wed;Thu;Fri;
135045,13:00,23:30,Sat;
135045,13:00,19:00,Sun;
135044,13:00,22:30,Mon;Tue;Wed;Thu;Fri;
135044,13:00,22:30,Sat;
135044,13:00,22:30,Sun;
135043,0:00,0:00,Mon;Tue;Wed;Thu;Fri;
135043,0:00,0:00,Sat;
135043,0:00,0:00,Sun;
135042,11:00,21:30,Mon;Tue;Wed;Thu;Fri;
135042,11:00,21:30,Sat;
135042,11:00,21:30,Sun;
135041,0:00,0:00,Mon;Tue;Wed;Thu;Fri;
135041,0:00,0:00,Sat;
135041,0:00,0:00,Sun;
135040,8:00,23:30,Mon;Tue;Wed;Thu;Fri;
135040,8:00,23:30,Sat;
135040,8:00,23:30,Sun;
135039,10:00,20:00,Mon;Tue;Wed;Thu;Fri;
135039,10:00,20:00,Sat;
135039,10:00,20:00,Sun;
135038,8:00,17:00,Mon;Tue;Wed;Thu;Fri;
135038,8:00,17:00,Sat;
135038,0:00,0:00,Sun;
135037,13:30,22:00,Mon;Tue;Wed;Thu;Fri;
135037,13:30,22:00,Sat;
135037,13:30,22:00,Sun;
135036,12:00,23:30,Mon;Tue;Wed;Thu;Fri;
135036,12:00,23:30,Sat;
135036,12:00,23:30,Sun;
135035,13:30,23:30,Mon;Tue;Wed;Thu;Fri;
135035,13:30,23:30,Sat;
135035,13:30,18:30,Sun;
135034,13:30,23:00,Mon;Tue;Wed;Thu;Fri;
135034,13:30,23:00,Sat;
135034,13:30,19:00,Sun;
135033,9:00,21:00,Mon;Tue;Wed;Thu;Fri;
135033,9:00,21:00,Sat;
135033,9:00,21:00,Sun;
135032,7:00,23:30,Mon;Tue;Wed;Thu;Fri;
135032,7:00,23:30,Sat;
135032,7:00,23:30,Sun;
135031,7:00,19:00,Mon;Tue;Wed;Thu;Fri;
135031,7:00,19:00,Sat;
135031,7:00,19:00,Sun;
135030,0:00,0:00,Mon;Tue;Wed;Thu;Fri;
135030,0:00,0:00,Sat;
135030,0:00,0:00,Sun;
135029,13:00,22:00,Mon;Tue;Wed;Thu;Fri;
135029,13:00,22:00,Sat;
135029,13:00,22:00,Sun;
135028,13:00,23:30,Mon;Tue;Wed;Thu;Fri;
135028,13:00,23:30,Sat;
135028,13:00,19:00,Sun;
135027,8:00,22:00,Mon;Tue;Wed;Thu;Fri;
135027,8:00,23:00,Sat;
135027,8:00,19:00,Sun;
135026,13:30,23:30,Mon;Tue;Wed;Thu;Fri;
135026,13:30,23:30,Sat;
135026,0:00,0:00,Sun;
135025,18:00,23:30,Mon;Tue;Wed;Thu;Fri;
135025,14:00,23:30,Sat;
135025,0:00,0:00,Sun;
135024,0:00,0:00,Mon;Tue;Wed;Thu;Fri;
135024,0:00,0:00,Sat;
135024,0:00,0:00,Sun;
135023,0:00,0:00,Mon;Tue;Wed;Thu;Fri;
135023,0:00,0:00,Sat;
135023,0:00,0:00,Sun;
135022,0:00,0:00,Mon;Tue;Wed;Thu;Fri;
135022,0:00,0:00,Sat;
135022,0:00,0:00,Sun;
135021,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
135021,0:00,23:30,Sat;
135021,0:00,23:30,Sun;
135020,8:00,21:00,Mon;Tue;Wed;Thu;Fri;
135020,8:00,21:00,Sat;
135020,8:00,21:00,Sun;
135019,0:00,0:00,Mon;Tue;Wed;Thu;Fri;
135019,0:00,0:00,Sat;
135019,0:00,0:00,Sun;
135018,0:00,0:00,Mon;Tue;Wed;Thu;Fri;
135018,0:00,0:00,Sat;
135018,0:00,0:00,Sun;
135017,0:00,0:00,Mon;Tue;Wed;Thu;Fri;
135017,0:00,0:00,Sat;
135017,0:00,0:00,Sun;
135016,0:00,0:00,Mon;Tue;Wed;Thu;Fri;
135016,0:00,0:00,Sat;
135016,0:00,0:00,Sun;
135015,0:00,0:00,Mon;Tue;Wed;Thu;Fri;
135015,0:00,0:00,Sat;
135015,0:00,0:00,Sun;
135014,0:00,0:00,Mon;Tue;Wed;Thu;Fri;
135014,0:00,0:00,Sat;
135014,0:00,0:00,Sun;
135013,13:00,22:00,Mon;Tue;Wed;Thu;Fri;
135013,0:00,0:00,Sat;
135013,0:00,0:00,Sun;
135012,0:00,0:00,Mon;Tue;Wed;Thu;Fri;
135012,0:00,0:00,Sat;
135012,0:00,0:00,Sun;
135011,0:00,0:00,Mon;Tue;Wed;Thu;Fri;
135011,0:00,0:00,Sat;
135011,0:00,0:00,Sun;
135010,0:00,0:00,Mon;Tue;Wed;Thu;Fri;
135010,0:00,0:00,Sat;
135010,0:00,0:00,Sun;
135009,0:00,0:00,Mon;Tue;Wed;Thu;Fri;
135009,0:00,0:00,Sat;
135009,0:00,0:00,Sun;
135008,7:30,23:30,Mon;Tue;Wed;Thu;Fri;
135008,7:30,23:30,Sat;
135008,7:30,23:30,Sun;
135007,13:00,18:00,Mon;Tue;Wed;Thu;Fri;
135007,13:00,23:00,Sat;
135007,13:00,19:00,Sun;
135006,12:30,20:30,Mon;Tue;Wed;Thu;Fri;
135006,12:30,20:30,Sat;
135006,12:30,19:00,Sun;
135005,8:30,21:00,Mon;Tue;Wed;Thu;Fri;
135005,8:30,21:00,Sat;
135005,8:30,21:00,Sun;
135004,12:00,23:30,Mon;Tue;Wed;Thu;Fri;
135004,12:00,23:30,Sat;
135004,12:00,23:30,Sun;
135003,12:00,20:00,Mon;Tue;Wed;Thu;Fri;
135003,12:00,20:00,Sat;
135003,12:00,20:00,Sun;
135002,12:00,20:00,Mon;Tue;Wed;Thu;Fri;
135002,12:00,20:00,Sat;
135002,11:30,20:00,Sun;
135001,7:00,23:30,Mon;Tue;Wed;Thu;Fri;
135001,7:00,23:30,Sat;
135001,7:00,23:30,Sun;
135000,7:30,18:00,Mon;Tue;Wed;Thu;Fri;
135000,7:30,18:00,Sat;
135000,7:30,18:00,Sun;
134999,11:00,21:00,Mon;Tue;Wed;Thu;Fri;
134999,11:00,21:00,Sat;
134999,11:00,21:00,Sun;
134998,12:00,18:00,Mon;Tue;Wed;Thu;Fri;
134998,12:00,18:00,Sat;
134998,12:00,18:00,Sun;
134997,11:00,21:30,Mon;Tue;Wed;Thu;Fri;
134997,11:00,21:30,Sat;
134997,11:00,21:30,Sun;
134996,7:00,23:00,Mon;Tue;Wed;Thu;Fri;
134996,7:00,23:00,Sat;
134996,7:00,23:00,Sun;
134995,8:00,18:00,Mon;Tue;Wed;Thu;Fri;
134995,9:00,15:00,Sat;
134995,0:00,0:00,Sun;
134994,7:00,23:00,Mon;Tue;Wed;Thu;Fri;
134994,7:00,23:00,Sat;
134994,7:00,23:00,Sun;
134993,13:00,23:00,Mon;Tue;Wed;Thu;Fri;
134993,12:00,23:30,Sat;
134993,12:00,22:00,Sun;
134992,8:00,21:30,Mon;Tue;Wed;Thu;Fri;
134992,8:00,21:30,Sat;
134992,0:00,0:00,Sun;
134991,7:30,23:30,Mon;Tue;Wed;Thu;Fri;
134991,7:30,23:30,Sat;
134991,8:00,18:00,Sun;
134990,12:00,23:30,Mon;Tue;Wed;Thu;Fri;
134990,12:00,23:30,Sat;
134990,14:00,23:30,Sun;
134989,13:30,22:00,Mon;Tue;Wed;Thu;Fri;
134989,13:30,23:30,Sat;
134989,13:30,20:00,Sun;
134988,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
134988,0:00,23:30,Sat;
134988,0:00,23:30,Sun;
134987,13:00,23:00,Mon;Tue;Wed;Thu;Fri;
134987,12:00,23:30,Sat;
134987,12:00,22:00,Sun;
134986,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
134986,0:00,23:30,Sat;
134986,0:00,23:30,Sun;
134985,9:30,23:30,Mon;Tue;Wed;Thu;Fri;
134985,9:30,23:30,Sat;
134985,9:30,23:30,Sun;
134984,14:00,23:30,Mon;Tue;Wed;Thu;Fri;
134984,14:00,23:30,Sat;
134984,14:00,21:00,Sun;
134983,13:00,23:30,Mon;Tue;Wed;Thu;Fri;
134983,13:00,23:30,Sat;
134983,13:00,19:00,Sun;
134982,14:00,23:30,Mon;Tue;Wed;Thu;Fri;
134982,14:00,23:30,Sat;
134982,14:00,23:30,Sun;
134981,11:00,20:00,Mon;Tue;Wed;Thu;Fri;
134981,11:00,20:00,Sat;
134981,11:00,20:00,Sun;
134980,11:00,18:00,Mon;Tue;Wed;Thu;Fri;
134980,11:00,18:00,Sat;
134980,11:00,18:00,Sun;
134979,11:00,20:00,Mon;Tue;Wed;Thu;Fri;
134979,11:00,20:00,Sat;
134979,11:00,20:00,Sun;
134978,14:00,22:00,Mon;Tue;Wed;Thu;Fri;
134978,14:00,22:00,Sat;
134978,14:00,18:00,Sun;
134977,13:00,22:00,Mon;Tue;Wed;Thu;Fri;
134977,13:00,22:00,Sat;
134977,13:00,22:00,Sun;
134975,8:00,23:30,Mon;Tue;Wed;Thu;Fri;
134975,8:00,23:30,Sat;
134975,8:00,20:00,Sun;
134974,13:00,22:00,Mon;Tue;Wed;Thu;Fri;
134974,13:00,22:00,Sat;
134974,13:00,22:00,Sun;
134973,8:00,21:00,Mon;Tue;Wed;Thu;Fri;
134973,8:00,21:00,Sat;
134973,9:00,17:00,Sun;
134972,7:00,23:00,Mon;Tue;Wed;Thu;Fri;
134972,7:00,23:00,Sat;
134972,7:00,23:00,Sun;
134971,14:00,23:00,Mon;Tue;Wed;Thu;Fri;
134971,14:00,23:00,Sat;
134971,14:00,23:00,Sun;
134970,8:00,23:00,Mon;Tue;Wed;Thu;Fri;
134970,8:00,23:00,Sat;
134970,8:00,23:00,Sun;
133049,9:00,16:00,Mon;Tue;Wed;Thu;Fri;
133049,10:00,15:00,Sat;
133049,10:00,16:00,Sun;
133048,9:00,17:00,Mon;Tue;Wed;Thu;Fri;
133048,9:00,17:00,Sat;
133048,10:00,3:30,Sun;
133047,6:00,23:30,Mon;Tue;Wed;Thu;Fri;
133047,2:00,23:30,Sat;
133047,4:00,23:30,Sun;
133043,7:00,22:00,Mon;Tue;Wed;Thu;Fri;
133043,7:00,22:00,Sat;
133043,7:00,22:00,Sun;
133042,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
133042,0:00,23:30,Sat;
133042,0:00,23:30,Sun;
133041,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
133041,0:00,23:30,Sat;
133041,0:00,23:30,Sun;
133040,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
133040,0:00,23:30,Sat;
133040,0:00,23:30,Sun;
133039,11:00,23:30,Mon;Tue;Wed;Thu;Fri;
133039,11:00,23:30,Sat;
133039,11:00,23:30,Sun;
133038,10:00,23:30,Mon;Tue;Wed;Thu;Fri;
133038,10:30,23:30,Sat;
133038,10:30,23:30,Sun;
133037,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
133037,0:00,23:30,Sat;
133037,0:00,23:30,Sun;
133036,10:30,23:30,Mon;Tue;Wed;Thu;Fri;
133036,10:30,23:30,Sat;
133036,10:30,23:30,Sun;
133035,12:00,17:00,Mon;Tue;Wed;Thu;Fri;
133035,12:00,17:00,Sat;
133035,12:00,19:00,Sun;
133034,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
133034,0:00,23:30,Sat;
133034,0:00,23:30,Sun;
133033,11:00,23:30,Mon;Tue;Wed;Thu;Fri;
133033,11:00,23:30,Sat;
133033,11:00,23:30,Sun;
133032,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
133032,0:00,23:30,Sat;
133032,0:00,23:30,Sun;
133031,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
133031,0:00,23:30,Sat;
133031,0:00,23:30,Sun;
133030,9:00,22:00,Mon;Tue;Wed;Thu;Fri;
133030,9:00,23:30,Sat;
133030,9:00,20:00,Sun;
133029,13:00,23:30,Mon;Tue;Wed;Thu;Fri;
133029,13:00,23:30,Sat;
133029,15:00,23:30,Sun;
133028,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
133028,0:00,23:30,Sat;
133028,0:00,23:30,Sun;
133027,10:00,21:30,Mon;Tue;Wed;Thu;Fri;
133027,10:00,23:00,Sat;
133027,10:00,23:00,Sun;
133026,14:30,20:00,Mon;Tue;Wed;Thu;Fri;
133026,14:00,20:30,Sat;
133026,14:00,20:30,Sun;
133025,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
133025,0:00,23:30,Sat;
133025,0:00,23:30,Sun;
133024,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
133024,0:00,23:30,Sat;
133024,0:00,23:30,Sun;
133023,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
133023,0:00,23:30,Sat;
133023,0:00,23:30,Sun;
133022,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
133022,0:00,23:30,Sat;
133022,0:00,23:30,Sun;
133021,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
133021,0:00,23:30,Sat;
133021,0:00,23:30,Sun;
133020,18:30,23:30,Mon;Tue;Wed;Thu;Fri;
133020,17:00,23:30,Sat;
133020,17:00,23:30,Sun;
133019,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
133019,0:00,23:30,Sat;
133019,0:00,23:30,Sun;
133018,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
133018,0:00,23:30,Sat;
133018,0:00,23:30,Sun;
133017,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
133017,0:00,23:30,Sat;
133017,0:00,23:30,Sun;
133016,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
133016,0:00,23:30,Sat;
133016,0:00,23:30,Sun;
133015,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
133015,0:00,23:30,Sat;
133015,0:00,23:30,Sun;
133014,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
133014,0:00,23:30,Sat;
133014,0:00,23:30,Sun;
133013,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
133013,0:00,23:30,Sat;
133013,0:00,23:30,Sun;
133012,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
133012,0:00,23:30,Sat;
133012,0:00,23:30,Sun;
133011,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
133011,0:00,23:30,Sat;
133011,0:00,23:30,Sun;
133010,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
133010,0:00,23:30,Sat;
133010,0:00,23:30,Sun;
133009,10:00,18:00,Mon;Tue;Wed;Thu;Fri;
133009,10:00,20:30,Sat;
133009,10:00,15:30,Sun;
133008,14:00,23:30,Mon;Tue;Wed;Thu;Fri;
133008,15:00,23:30,Sat;
133008,0:00,0:00,Sun;
133007,11:00,19:30,Mon;Tue;Wed;Thu;Fri;
133007,12:30,21:30,Sat;
133007,13:30,20:30,Sun;
133006,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
133006,0:00,23:30,Sat;
133006,0:00,23:30,Sun;
133005,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
133005,0:00,23:30,Sat;
133005,0:00,23:30,Sun;
133004,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
133004,0:00,23:30,Sat;
133004,0:00,23:30,Sun;
133003,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
133003,0:00,23:30,Sat;
133003,0:00,23:30,Sun;
133002,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
133002,0:00,23:30,Sat;
133002,0:00,23:30,Sun;
133001,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
133001,0:00,23:30,Sat;
133001,0:00,23:30,Sun;
133000,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
133000,0:00,23:30,Sat;
133000,0:00,23:30,Sun;
132999,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
132999,0:00,23:30,Sat;
132999,0:00,23:30,Sun;
132998,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
132998,0:00,23:30,Sat;
132998,0:00,23:30,Sun;
132997,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
132997,0:00,23:30,Sat;
132997,0:00,23:30,Sun;
132996,8:00,19:00,Mon;Tue;Wed;Thu;Fri;
132996,8:00,19:00,Sat;
132996,8:00,14:00,Sun;
132995,21:00,23:30,Mon;Tue;Wed;Thu;Fri;
132995,21:00,23:30,Sat;
132995,21:00,23:30,Sun;
132994,21:00,23:30,Mon;Tue;Wed;Thu;Fri;
132994,21:00,23:30,Sat;
132994,21:00,23:30,Sun;
132993,18:00,23:30,Mon;Tue;Wed;Thu;Fri;
132993,18:00,23:30,Sat;
132993,18:00,23:30,Sun;
132992,0:00,23:30,Mon;Tue;Wed;Thu;Fri;
132992,0:00,23:30,Sat;
132992,0:00,23:30,Sun;
132986,0:00,0:00,Mon;Tue;Wed;Thu;Fri;
132986,0:00,0:00,Sat;
132986,8:00,11:00,Sun;
132985,0:00,0:00,Mon;Tue;Wed;Thu;Fri;
132985,0:00,0:00,Sat;
132985,8:00,11:00,Sun;
132984,21:00,1:00,Mon;Tue;Wed;Thu;Fri;
132984,21:00,1:00,Sat;
132984,21:00,0:00,Sun;
132983,21:00,1:00,Mon;Tue;Wed;Thu;Fri;
132983,21:00,1:00,Sat;
132983,21:00,0:00,Sun;
132982,21:00,1:00,Mon;Tue;Wed;Thu;Fri;
132982,21:00,1:00,Sat;
132982,21:00,0:00,Sun;
132981,21:00,1:00,Mon;Tue;Wed;Thu;Fri;
132981,21:00,1:00,Sat;
132981,21:00,0:00,Sun;
132980,0:00,0:00,Mon;Tue;Wed;Thu;Fri;
132980,0:00,0:00,Sat;
132980,8:00,11:00,Sun;
132979,21:00,1:00,Mon;Tue;Wed;Thu;Fri;
132979,21:00,1:00,Sat;
132979,21:00,0:00,Sun;
132978,21:00,1:00,Mon;Tue;Wed;Thu;Fri;
132978,21:00,1:00,Sat;
132978,21:00,0:00,Sun;
132977,21:00,1:00,Mon;Tue;Wed;Thu;Fri;
132977,21:00,1:00,Sat;
132977,21:00,0:00,Sun;
132976,21:00,1:00,Mon;Tue;Wed;Thu;Fri;
132976,21:00,1:00,Sat;
132976,21:00,0:00,Sun;
132975,21:00,1:00,Mon;Tue;Wed;Thu;Fri;
132975,21:00,1:00,Sat;
132975,21:00,0:00,Sun;
132974,21:00,1:00,Mon;Tue;Wed;Thu;Fri;
132974,21:00,1:00,Sat;
132974,21:00,0:00,Sun;
132973,21:00,1:30,Mon;Tue;Wed;Thu;Fri;
132973,20:00,1:00,Sat;
132973,20:00,0:30,Sun;
132972,19:00,1:00,Mon;Tue;Wed;Thu;Fri;
132972,19:00,2:00,Sat;
132972,19:00,2:00,Sun;
132971,8:00,18:00,Sat;
132971,8:00,19:00,Mon;Tue;Wed;Thu;Fri;
132971,8:00,17:00,Sun;
132970,20:00,1:00,Mon;Tue;Wed;Thu;Fri;
132970,20:00,3:30,Sat;
132970,20:00,2:00,Sun;
132969,15:00,23:30,Mon;Tue;Wed;Thu;Fri;
132969,15:00,23:30,Sat;
132969,15:00,23:30,Sun;
132968,15:00,23:30,Mon;Tue;Wed;Thu;Fri;
132968,15:00,23:30,Sat;
132968,15:00,23:30,Sun;
132967,21:00,3:00,Mon;Tue;Wed;Thu;Fri;
132967,21:00,3:00,Sat;
132967,21:00,3:00,Sun;
132966,15:00,3:00,Mon;Tue;Wed;Thu;Fri;
132966,15:00,3:00,Sat;
132966,17:00,3:00,Sun;
132965,17:00,3:00,Mon;Tue;Wed;Thu;Fri;
132965,17:00,3:00,Sat;
132965,17:00,3:00,Sun;
132964,12:00,23:30,Mon;Tue;Wed;Thu;Fri;
132964,12:00,23:30,Sat;
132964,12:00,23:30,Sun;
132963,10:00,22:00,Mon;Tue;Wed;Thu;Fri;
132963,10:00,22:00,Sat;
132963,10:00,22:00,Sun;
132962,8:00,18:00,Mon;Tue;Wed;Thu;Fri;
132962,8:00,18:00,Sat;
132962,8:00,18:00,Sun;
132961,18:00,7:00,Mon;Tue;Wed;Thu;Fri;
132961,18:00,7:00,Sat;
132961,18:00,7:00,Sun;
